event,line,flag_id,value,context
event_0045.txt,125,0x56,2,"Thanks, \xFF).\BRK | Tomorrow is the first day\r\nof our new life together! \BRK"
event_0045.txt,133,0x35,0,"Tomorrow is the first day\r\nof our new life together! \BRK | Alright. In that case,\r\nleave the house chores \r\nto me. \BRK"
event_0045.txt,145,0x56,2,"Alright. In that case,\r\nleave the house chores \r\nto me. \BRK | Tomorrow is the first day\r\nof our new life together!\BRK"
event_0046.txt,36,0x57,1,
event_0046.txt,292,0x57,2,Come back soon!\BRK
event_0049.txt,79,0x59,0,"Ha ha, I knew it!\r\nI knew you like it!\r\nGood for you. \BRK\WAIT_CLICKMy dad hates cleaning, \r\nso I have to do all of it\r\naround here. \BRK\WAIT_CLICKIt's a good thing \r\nI like it so much! \B"
event_0049.txt,80,0x58,1,"Ha ha, I knew it!\r\nI knew you like it!\r\nGood for you. \BRK\WAIT_CLICKMy dad hates cleaning, \r\nso I have to do all of it\r\naround here. \BRK\WAIT_CLICKIt's a good thing \r\nI like it so much! \B"
event_0049.txt,97,0x59,1,"That's too bad. \r\nYou should really try it. \r\nYou might like it!\BRK\WAIT_CLICKMy dad hates cleaning, too.\r\nWhat is it with men?...\BRK"
event_0049.txt,98,0x58,1,"That's too bad. \r\nYou should really try it. \r\nYou might like it!\BRK\WAIT_CLICKMy dad hates cleaning, too.\r\nWhat is it with men?...\BRK"
event_0051.txt,51,0x5a,1,"Ann, what's wrong?\r\nWhy are you sweating \r\nlike that? \BRK"
event_0051.txt,120,0x5b,0,"Ann says her stomach \r\nhurts! What should I do?!\BRK | You're right! \r\nLet's take here there now!\BRK\r\nHelp us, \xFF!!\BRK"
event_0051.txt,133,0x5b,1,"You're right! \r\nLet's take here there now!\BRK\r\nHelp us, \xFF!!\BRK | How can you panic at a \r\ntime like this...!?\BRK\r\nI know! Let's bring her to \r\nthe Doctor!\r\n\xFF!, help us!\BRK"
event_0051.txt,320,0x5a,2,"Thanks again. \r\nI've got to get back to \r\nthe store now. \BRK\r\nSee you around, \r\n\xFF!.\BRK"
event_0052.txt,173,0x5d,0,"Why are you getting red, \r\ntoo? Well, you two should\r\ntalk about this. \BRK"
event_0052.txt,174,0x5c,1,"Why are you getting red, \r\ntoo? Well, you two should\r\ntalk about this. \BRK"
event_0052.txt,193,0x5d,1,"That's too bad...\r\nBe a good friend to her, \r\nthen. \BRK"
event_0052.txt,194,0x5c,1,"That's too bad...\r\nBe a good friend to her, \r\nthen. \BRK"
event_0054.txt,54,0x5e,2,
event_0055.txt,123,0x5f,2,
event_0056.txt,22,0x60,1,
event_0056.txt,112,0x35,1,"\xFF)...\r\nThere's something I want\r\nto ask you...\BRK\r\nAlthough we're married now,\r\nI'd still like to help my \r\ndad out at the Inn. \BRK\r\nIs that OK with you?\BRK | Thanks, \xFF)!\BRK"
event_0056.txt,124,0x60,2,"Thanks, \xFF)!\BRK | Tomorrow is the first day\r\nof our new life together!\BRK"
event_0056.txt,132,0x35,0,Tomorrow is the first day\r\nof our new life together!\BRK | I understand. I'll \r\nconcentrate on the chores\r\naround here from tomorrow.\BRK
event_0056.txt,144,0x60,2,I understand. I'll \r\nconcentrate on the chores\r\naround here from tomorrow.\BRK | Tomorrow is the first day\r\nof our new life together!\BRK
event_0057.txt,121,0x61,1,Just let me know if you \r\nwant to read anything.\BRK\WAIT_CLICKI bet I have lots of books\r\nyou'd like!\BRK | I'll try to be more\r\ncareful from now on. \BRK
event_0057.txt,136,0x61,1,I'll try to be more\r\ncareful from now on. \BRK
event_0059.txt,192,0x63,0,"Well, I can continue \r\nwriting! I'm indebted \r\nto you, \xFF!! \BRK"
event_0059.txt,193,0x62,1,"Well, I can continue \r\nwriting! I'm indebted \r\nto you, \xFF!! \BRK"
event_0059.txt,209,0x63,1,I'm sorry to ask such \r\nan unusual favor. \r\nForget I asked. \BRK
event_0059.txt,210,0x62,1,I'm sorry to ask such \r\nan unusual favor. \r\nForget I asked. \BRK
event_0061.txt,160,0x64,2,...Really?\r\nThat's probably because you\r\nhaven't read the right\r\nbooks yet! \BRK\r\nI hope you do soon. \BRK
event_0061.txt,198,0x64,2,
event_0062.txt,56,0x65,1,What\x81fs worng with her?\BRK
event_0062.txt,260,0x65,2,It's natural you can't \r\nthink of anything good on \r\nthe spot.\BRK\WAIT_CLICKI've been thinking all day!\BRK
event_0062.txt,343,0x65,2,"Now I have enough material\r\nfor my novel. Thank you, \r\n\xFF!!\BRK"
event_0062.txt,385,0x65,2,I'll think a little bit\r\nmore about it. \BRK\r\nI know there's an idea \r\njust waiting for me!...\BRK
event_0063.txt,54,0x66,2,
event_0064.txt,128,0x67,2,
event_0065.txt,19,0x68,1,
event_0065.txt,115,0x68,2,"Thanks, \xFF). \BRK | Tomorrow is the first day\r\nof our new life together!\BRK"
event_0066.txt,288,0x69,1,"You don't need to humor him,\r\n\xFF!.\BRK\WAIT_CLICKHe'll just start playing \r\nhis pranks on you, instead. \BRK | ..........\r\nWaaah!!....\BRK"
event_0066.txt,329,0x69,1,"Don't worry about his \r\ncrying. He's just not used \r\nto being scolded by other \BRK\r\npeople, that's all. \BRK\WAIT_CLICKMaybe now he'll stop \r\nplaying so many pranks \r\non me!\BRK"
event_0069.txt,38,0x6a,1,"\xFF!, is something \r\nthe matter? \BRK"
event_0069.txt,236,0x6a,1,I knew I wasn't \r\ncut out for it...\BRK
event_0069.txt,274,0x6a,1,
event_0072.txt,47,0x6b,1,"\xFF!, \r\nthanks for coming. \BRK | Welcome to our house...\BRK"
event_0072.txt,146,0x6c,0,...OK.\BRK
event_0072.txt,147,0x6b,1,...OK.\BRK
event_0072.txt,314,0x6c,1,
event_0072.txt,315,0x6b,1,
event_0076.txt,93,0x6d,2,"I knew I should have been\r\nstricter with him...\BRK\WAIT_CLICKEveryone else in town \r\nprobably thinks so, too...\r\nAhh...I'm going home now.\BRK | Thanks, \xFF!!\r\nIf you say so, then I can \r\n"
event_0076.txt,112,0x6d,2,"Thanks, \xFF!!\r\nIf you say so, then I can \r\nbe confident I'm doing\BRK\r\na good job. \BRK"
event_0077.txt,54,0x6e,2,
event_0078.txt,122,0x6f,2,
event_0079.txt,18,0x70,1,
event_0079.txt,113,0x70,2,"Thanks, \xFF)!\BRK | Tomorrow is the first day\r\nof our new life together!\BRK"
event_0087.txt,16,0x149,2,"You found a Power Berry.\r\n\BRK | ...But your hands are\r\nalready full, so you \r\ncan't hold it.\BRK | There's nothing here now.\r\n\BRK"
event_0090.txt,10,0x11c,2,
event_0091.txt,11,0x11c,2,
event_0092.txt,10,0x11c,2,
event_0093.txt,17,0x11c,2,
event_0093.txt,31,0x1a8,1,
event_0093.txt,39,0x1d1,1,
event_0093.txt,44,0x64,1,
event_0093.txt,48,0x8c,1,
event_0093.txt,52,0x127,1,
event_0093.txt,56,0x104,1,
event_0093.txt,60,0x110,1,
event_0098.txt,20,0x216,1,"Inside the water tank is\r\na Jewel of Truth.\BRK | Inside the water tank is\r\na Jewel of Truth.\BRK\WAIT_CLICK...But, your hands are full,\r\nso you can't hold it.\BRK"
event_0105.txt,52,0xea,1,
event_0105.txt,56,0x11b,1,
event_0105.txt,61,0x135,1,It's locked...\BRK
event_0106.txt,30,0x7a,2,Where are you going?\r\nThe fireworks are\r\nabout to start!\BRK
event_0106.txt,36,0x7b,2,
event_0106.txt,41,0x7c,2,
event_0106.txt,47,0x95,2,Where are you going?\r\nThe Beach Day\r\nis about to start!\BRK
event_0106.txt,74,0x194,2,"That was fun!\r\nAlright, back to work...\BRK"
event_0106.txt,76,0x193,0,"That was fun!\r\nAlright, back to work...\BRK"
event_0106.txt,106,0x180,1,
event_0106.txt,116,0x189,1,
event_0106.txt,127,0x18c,1,
event_0106.txt,140,0x18d,0,
event_0106.txt,143,0x18d,1,
event_0106.txt,146,0x18d,2,
event_0106.txt,149,0x18d,3,
event_0106.txt,152,0x18d,4,
event_0106.txt,156,0x18e,1,
event_0106.txt,167,0x198,1,
event_0106.txt,177,0x19c,1,
event_0106.txt,187,0x1a4,1,
event_0106.txt,197,0x1ac,1,
event_0106.txt,207,0x1b0,1,
event_0106.txt,217,0x1d0,1,
event_0107.txt,27,0x7a,2,Where are you going?\r\nThe fireworks are\r\nabout to start!\BRK
event_0107.txt,33,0x7b,2,
event_0107.txt,38,0x7c,2,
event_0107.txt,44,0x95,2,
event_0107.txt,77,0x194,2,"That was fun!\r\nAlright, back to work...\BRK"
event_0107.txt,79,0x193,0,"That was fun!\r\nAlright, back to work...\BRK"
event_0108.txt,39,0xe9,1,
event_0108.txt,43,0xf1,1,
event_0108.txt,47,0x12c,1,It's locked...\BRK
event_0124.txt,13,0x52,2,
event_0124.txt,20,0x7d,2,
event_0124.txt,27,0xe4,2,
event_0124.txt,34,0xe6,2,
event_0124.txt,41,0xe8,2,
event_0124.txt,47,0x134,2,
event_0124.txt,52,0x119,2,
event_0124.txt,74,0x74,1,
event_0139.txt,194,0x243,1,"What do you mean, you make\r\nthe Harvest Sprites work too\r\nhard?! How dare you repay\BRK\r\ntheir kindness by exploiting\r\nthem! Don't you give them\r\ngifts, you scoundrel?\BRK\WAIT_CLICKThe Harv"
event_0139.txt,375,0x241,1,"...........................\r\n...........................\r\nI'm so flabbergasted, I lost\r\nthe power of speech!\BRK\WAIT_CLICKWhat would you think if \r\nsomeone threw their garbage\r\naway in your"
event_0143.txt,11,0x83,2,
event_0143.txt,18,0x79,1,
event_0143.txt,19,0x77,0,
event_0143.txt,23,0x81,1,
event_0143.txt,24,0x7f,0,
event_0143.txt,28,0x89,1,
event_0143.txt,29,0x87,0,
event_0143.txt,33,0x91,1,
event_0143.txt,34,0x8f,0,
event_0143.txt,38,0x99,1,"\xFF!,\r\nYou can't go outside now.\BRK"
event_0143.txt,39,0x97,0,"\xFF!,\r\nYou can't go outside now.\BRK"
event_0143.txt,51,0x120,2,"\xFF!,\r\nYou can't go outside now.\BRK"
event_0153.txt,10,0x135,2,
event_0153.txt,16,0x11b,2,
event_0154.txt,7,0x2b,0,
event_0155.txt,20,0x214,1,"There is a Jewel of Truth in\r\n\xFF#'s house.\BRK | There is a Jewel of Truth in\r\n\xFF#'s house.\BRK\WAIT_CLICK...But you can't hold it,\r\nbecause your hands are full.\r\n"
event_0168.txt,33,0x242,1,
event_0168.txt,44,0x1b5,1,
event_0168.txt,52,0x1cd,1,
event_0168.txt,59,0xb4,1,
event_0168.txt,63,0xb9,1,
event_0168.txt,67,0xbe,1,
event_0168.txt,75,0xb9,2,
event_0168.txt,76,0xbe,2,
event_0168.txt,77,0xb4,2,
event_0168.txt,85,0xb5,1,
event_0168.txt,89,0xba,1,
event_0168.txt,93,0xbf,1,
event_0168.txt,101,0xb5,2,
event_0168.txt,102,0xba,2,
event_0168.txt,103,0xbf,2,
event_0168.txt,111,0xb6,1,
event_0168.txt,115,0xbb,1,
event_0168.txt,119,0xc0,1,
event_0168.txt,127,0xb6,2,
event_0168.txt,128,0xbb,2,
event_0168.txt,129,0xc0,2,
event_0168.txt,137,0xb7,1,
event_0168.txt,141,0xbc,1,
event_0168.txt,145,0xc1,1,
event_0168.txt,153,0xb7,2,
event_0168.txt,154,0xbc,2,
event_0168.txt,155,0xc1,2,
event_0168.txt,163,0xb8,1,
event_0168.txt,167,0xbd,1,
event_0168.txt,172,0xc2,1,
event_0168.txt,180,0xb8,2,
event_0168.txt,181,0xbd,2,
event_0168.txt,182,0xc2,2,
event_0168.txt,188,0x176,1,
event_0168.txt,192,0x177,1,
event_0168.txt,197,0x178,1,
event_0168.txt,205,0x176,2,
event_0168.txt,206,0x177,2,
event_0168.txt,207,0x178,2,
event_0169.txt,13,0x242,1,
event_0170.txt,13,0x242,1,
event_0172.txt,46,0x12d,1,
event_0176.txt,20,0x11c,1,
event_0179.txt,46,0x130,1,
event_0179.txt,50,0x132,1,
event_0179.txt,54,0x133,1,It's locked...\BRK
event_0188.txt,6,0x6b,2,
event_0188.txt,13,0x93,2,
event_0188.txt,19,0xef,2,
event_0188.txt,22,0xf0,2,
event_0188.txt,25,0x10f,2,
event_0188.txt,30,0x111,2,
event_0201.txt,6,0x116,2,
event_0206.txt,6,0x46,2,
event_0206.txt,13,0x47,2,
event_0206.txt,20,0x49,2,
event_0206.txt,28,0x4a,2,
event_0206.txt,35,0xfc,2,
event_0206.txt,41,0x117,2,
event_0224.txt,17,0x211,1,"A Jewel of Truth is\r\nfallen behind the calendar.\BRK | A Jewel of Truth is\r\nfallen behind the calendar.\BRK\WAIT_CLICK...But your hands are\r\nalready full, so you \r\ncan't hold it.\BRK"
event_0238.txt,6,0x69,2,
event_0238.txt,12,0x6a,2,
event_0238.txt,18,0x92,2,
event_0238.txt,24,0x94,2,
event_0238.txt,30,0x11d,2,
event_0238.txt,37,0x11e,2,
event_0268.txt,6,0x12a,2,
event_0271.txt,64,0x12a,1,It's locked...\BRK
event_0272.txt,46,0x58,1,
event_0272.txt,50,0x82,1,
event_0273.txt,6,0x57,2,
event_0273.txt,12,0x5c,2,
event_0273.txt,17,0x84,2,
event_0273.txt,24,0x128,2,
event_0284.txt,6,0x58,2,
event_0284.txt,11,0x82,2,
event_0292.txt,40,0xfd,1,Please don't go upstairs!\BRK
event_0293.txt,6,0xff,2,
event_0300.txt,6,0xfd,2,
event_0306.txt,6,0x61,2,
event_0306.txt,11,0x62,2,
event_0306.txt,16,0x8b,2,
event_0306.txt,22,0x8d,2,
event_0322.txt,20,0x212,1,"A Jewel of Truth is\r\nfallen in the bookshelf.\BRK | A Jewel of Truth is\r\nfallen in the bookshelf.\BRK\WAIT_CLICK...But your hands are\r\nalready full, so you \r\ncan't hold it.\BRK"
event_0335.txt,18,0x20e,1,"There's a Jewel of Truth\r\nfallen in the Refrigerator.\BRK | There's a Jewel of Truth\r\nfallen in the Refrigerator.\BRK\WAIT_CLICK...But your hands are\r\nalready full, so you \r\ncan't hold it.\BRK"
event_0354.txt,32,0x1f,95,There was a present inside!\BRK | It's Mystrile!\BRK | I have to put \r\nsomething down first.\BRK | There was a present inside!\BRK
event_0354.txt,50,0x1f,95,There was a present inside!\BRK | It's Orichalc!\BRK | I have to put \r\nsomething down first.\BRK | There was a present inside!\BRK
event_0354.txt,68,0x1f,95,There was a present inside!\BRK | It's a Moon Stone!\BRK | I have to put \r\nsomething down first.\BRK | There was a present inside!\BRK
event_0354.txt,86,0x1f,95,There was a present inside!\BRK | It's Sand Rose!\BRK | I have to put \r\nsomething down first.\BRK | There was a present inside!\BRK
event_0354.txt,104,0x1f,95,There was a present inside!\BRK | It's Alexandrite \BRK | I have to put \r\nsomething down first.\BRK | Sock Hook\BRK
event_0358.txt,100,0xb4,2,"\xFF!,\r\nwhere are you going?\BRK"
event_0358.txt,101,0xb9,2,"\xFF!,\r\nwhere are you going?\BRK"
event_0358.txt,102,0xbe,2,"\xFF!,\r\nwhere are you going?\BRK"
event_0358.txt,108,0xb5,2,
event_0358.txt,109,0xba,2,
event_0358.txt,110,0xbf,2,
event_0358.txt,116,0xb6,2,
event_0358.txt,117,0xbb,2,
event_0358.txt,118,0xc0,2,
event_0358.txt,124,0xb7,2,
event_0358.txt,125,0xbc,2,
event_0358.txt,126,0xc1,2,
event_0358.txt,132,0xb8,2,
event_0358.txt,133,0xbd,2,
event_0358.txt,134,0xc2,2,
event_0358.txt,140,0x176,2,
event_0358.txt,141,0x177,2,
event_0358.txt,142,0x178,2,
event_0358.txt,150,0xcd,2,
event_0358.txt,156,0xce,2,
event_0358.txt,162,0xcf,2,
event_0358.txt,168,0xd0,2,
event_0358.txt,174,0xd1,2,
event_0358.txt,179,0x17b,2,
event_0358.txt,209,0x187,1,
event_0358.txt,213,0x18b,1,
event_0358.txt,217,0x192,1,
event_0358.txt,221,0x196,1,
event_0358.txt,225,0x19a,1,
event_0358.txt,229,0x1a0,1,
event_0358.txt,233,0x1a3,1,
event_0358.txt,237,0x1aa,1,
event_0358.txt,241,0x1ae,1,
event_0358.txt,265,0x4f,1,
event_0360.txt,13,0x122,1,
event_0368.txt,17,0x215,1,"A Jewel of Truth is fallen\r\nbeneath the street lamp.\BRK | Found a Jewel of Truth \r\nbeneath the street lamp.\BRK\r\n...But my hands are\r\nalready full, so I \r\ncan't hold it.\BRK"
event_0370.txt,69,0x50,1,
event_0370.txt,73,0x83,1,
event_0370.txt,77,0x120,1,
event_0370.txt,81,0x121,1,
event_0371.txt,69,0x6b,1,
event_0371.txt,73,0x93,1,
event_0371.txt,77,0x11f,1,
event_0371.txt,81,0x111,1,
event_0371.txt,85,0x115,1,
event_0371.txt,89,0xef,1,
event_0371.txt,93,0xf0,1,
event_0371.txt,97,0x10f,1,
event_0372.txt,71,0x47,1,
event_0372.txt,75,0x49,1,
event_0372.txt,79,0x4a,1,
event_0372.txt,83,0xfc,1,
event_0372.txt,87,0x116,1,
event_0372.txt,91,0x117,1,
event_0372.txt,96,0x46,1,
event_0373.txt,47,0x69,1,
event_0373.txt,51,0x6a,1,
event_0373.txt,55,0x92,1,
event_0373.txt,59,0x94,1,
event_0373.txt,63,0x11d,1,
event_0373.txt,67,0x11e,1,
event_0374.txt,66,0x57,1,
event_0374.txt,70,0x5a,1,
event_0374.txt,74,0x5c,1,
event_0374.txt,78,0x84,1,
event_0374.txt,82,0xeb,1,
event_0374.txt,86,0xee,1,
event_0374.txt,90,0x11a,1,
event_0374.txt,94,0x128,1,
event_0374.txt,98,0x12b,1,
event_0375.txt,65,0x65,1,
event_0375.txt,69,0xff,1,
event_0375.txt,73,0x100,1,
event_0375.txt,77,0x102,1,It's locked...\BRK
event_0376.txt,37,0x61,1,
event_0376.txt,41,0x62,1,
event_0376.txt,45,0x8b,1,
event_0376.txt,49,0x8d,1,It's locked...\BRK
event_0378.txt,57,0xfb,1,It's locked...\BRK
event_0379.txt,21,0x180,1,
event_0379.txt,31,0x189,1,
event_0379.txt,42,0x18c,1,
event_0379.txt,55,0x18d,0,
event_0379.txt,58,0x18d,1,
event_0379.txt,61,0x18d,2,
event_0379.txt,64,0x18d,3,
event_0379.txt,67,0x18d,4,
event_0379.txt,71,0x18e,1,
event_0379.txt,81,0x198,1,
event_0379.txt,91,0x19c,1,
event_0379.txt,101,0x1a4,1,
event_0379.txt,111,0x1ac,1,
event_0379.txt,121,0x1b0,1,
event_0379.txt,131,0x1d0,1,
event_0380.txt,23,0x85,1,
event_0389.txt,6,0xfb,2,
event_0404.txt,77,0x18a,1,
event_0404.txt,81,0x1ad,1,
event_0404.txt,86,0x18a,0,
event_0404.txt,90,0x1ad,0,"So you're not ready\r\nafter all, eh?\BRK"
event_0404.txt,124,0x18a,1,
event_0404.txt,128,0x1ad,1,
event_0404.txt,133,0x18a,0,
event_0404.txt,137,0x1ad,0,
event_0404.txt,242,0x19d,1,"Great. Let's get started,\r\nthen!\BRK"
event_0404.txt,299,0x1b1,1,"Great. Let's get started,\r\nthen!\BRK"
event_0409.txt,41,0x18c,2,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't\r\nstarted yet.\BRK"
event_0409.txt,76,0x1a4,2,The judging hasn't\r\neven begun yet.\BRK
event_0409.txt,96,0x1a4,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,141,0x189,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0409.txt,143,0x188,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,179,0x198,2,Where are you going?\r\nIt hasn't started yet!\BRK | That was fun!\r\nNow back to work...\BRK
event_0409.txt,181,0x197,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,209,0x19c,2,Where are you going?\BRK | That was fun!\r\nNow back to work...\BRK
event_0409.txt,211,0x19b,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,249,0x1ac,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0409.txt,251,0x1ab,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,287,0x1b0,2,"\xFF!,\r\nThe Sheep Festival hasn't\r\nended yet.\BRK | That was fun!\r\nNow back to work...\BRK"
event_0409.txt,289,0x1af,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,313,0x118,2,
event_0409.txt,344,0x194,1,
event_0409.txt,350,0x19e,1,
event_0409.txt,355,0x6d,1,
event_0409.txt,359,0x7a,1,
event_0409.txt,363,0x7b,1,
event_0409.txt,367,0x7c,1,
event_0409.txt,371,0x95,1,
event_0409.txt,375,0xe7,1,
event_0409.txt,379,0x126,1,
event_0410.txt,37,0x18c,2,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,72,0x1a4,2,The judging hasn't\r\neven begun yet.\BRK
event_0410.txt,92,0x1a4,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,137,0x189,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0410.txt,139,0x188,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,175,0x198,2,Where are you going?\r\nIt hasn't started yet!\BRK | That was fun!\r\nNow back to work...\BRK
event_0410.txt,177,0x197,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,205,0x19c,2,Where are you going?\BRK | That was fun!\r\nNow back to work...\BRK
event_0410.txt,207,0x19b,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,245,0x1ac,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0410.txt,247,0x1ab,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,283,0x1b0,2,"\xFF!,\r\nThe Sheep Festival hasn't\r\nended yet.\BRK | That was fun!\r\nNow back to work...\BRK"
event_0410.txt,285,0x1af,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,309,0x118,2,
event_0411.txt,37,0x18c,2,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,72,0x1a4,2,The judging hasn't\r\neven begun yet.\BRK
event_0411.txt,92,0x1a4,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,137,0x189,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0411.txt,139,0x188,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,175,0x198,2,Where are you going?\r\nIt hasn't started yet!\BRK | That was fun!\r\nNow back to work...\BRK
event_0411.txt,177,0x197,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,205,0x19c,2,Where are you going?\BRK | That was fun!\r\nNow back to work...\BRK
event_0411.txt,207,0x19b,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,245,0x1ac,2,There are still races left.\BRK | That was fun!\r\nNow back to work...\BRK
event_0411.txt,247,0x1ab,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,283,0x1b0,2,"\xFF!,\r\nThe Sheep Festival hasn't \r\nended yet.\BRK | That was fun!\r\nNow back to work...\BRK"
event_0411.txt,285,0x1af,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,309,0x118,2,
event_0415.txt,6,0x85,2,
event_0430.txt,52,0x194,1,
event_0440.txt,6,0xe9,2,
event_0440.txt,11,0xf1,2,
event_0519.txt,12,0x8a,2,
event_0519.txt,27,0x4e,1,
event_0523.txt,115,0x52,1,
event_0523.txt,119,0x7d,1,
event_0523.txt,123,0xe4,1,
event_0523.txt,127,0xe6,1,
event_0523.txt,131,0xe8,1,
event_0523.txt,135,0x134,1,
event_0523.txt,139,0x119,1,
event_0525.txt,20,0x105,1,
event_0527.txt,27,0x180,1,
event_0527.txt,37,0x189,1,
event_0527.txt,48,0x18c,1,
event_0527.txt,61,0x18d,0,
event_0527.txt,64,0x18d,1,
event_0527.txt,67,0x18d,2,
event_0527.txt,70,0x18d,3,
event_0527.txt,73,0x18d,4,
event_0527.txt,77,0x18e,1,
event_0527.txt,87,0x198,1,
event_0527.txt,97,0x19c,1,
event_0527.txt,107,0x1a4,1,
event_0527.txt,117,0x1ac,1,
event_0527.txt,127,0x1b0,1,
event_0527.txt,137,0x1d0,1,
event_0527.txt,143,0x123,1,
event_0527.txt,147,0x118,1,
event_0528.txt,74,0x8a,1,It's locked...\BRK
event_0532.txt,37,0x1a8,0,Wait one second!\r\nYou've come too far\r\nto turn back now!\BRK
event_0532.txt,42,0x104,2,Wait one second!\r\nYou've come too far\r\nto turn back now!\BRK
